Age,Occupation,purchase1,purchase2,purchase3,purchase4,purchase5
21,13,60,19,42,36,53
63,4,39,35,59,69,60
33,10,63,47,69,50,52
59,8,63,41,48,39,63
28,6,67,29,37,41,46
17,7,16,33,20,29,47
51,7,35,62,61,23,21
33,16,28,24,24,37,46
40,18,18,19,62,64,26
24,16,25,60,37,24,70
34,7,33,35,59,41,56
32,17,51,34,26,34,41
44,15,31,64,37,33,19
45,19,57,65,61,38,51
16,6,53,31,25,41,60
53,16,17,22,36,47,16
43,6,64,41,16,59,43
58,3,52,41,38,58,37
19,4,49,62,26,41,24
69,6,66,25,22,20,61
62,12,27,66,20,34,61
16,6,52,19,63,60,36
34,18,38,56,60,44,51
34,20,49,64,55,33,34
53,10,24,40,32,17,53
68,10,35,68,16,63,59
38,8,59,19,50,35,47
35,13,37,41,65,49,44
32,14,34,36,69,50,61
62,10,58,45,39,59,56
33,1,39,19,39,46,31
63,12,41,44,38,44,49
43,19,28,69,66,51,62
20,8,31,32,70,46,69
25,17,40,40,20,55,60
31,9,37,62,18,54,50
52,9,28,20,44,63,30
60,8,31,32,57,44,66
60,18,42,58,49,50,23
69,15,39,35,66,48,22
29,6,54,26,21,20,56
46,6,46,27,32,67,57
43,11,67,68,34,19,45
57,15,38,48,44,64,54
48,3,28,31,17,23,30
42,12,46,29,64,33,66
28,1,62,27,55,43,61
64,16,45,65,41,55,24
68,1,50,56,65,49,34
48,10,57,43,33,57,70
68,16,68,33,34,44,65
69,20,19,27,58,40,51
26,10,69,55,29,47,27
26,14,23,41,49,50,56
44,13,46,28,50,57,64
47,9,47,34,50,29,48
51,3,39,48,42,67,63
66,3,43,49,20,44,27
51,5,57,24,30,24,43
21,3,64,28,23,38,23
45,11,19,31,42,70,40
39,17,68,70,29,17,34
29,18,17,69,19,29,22
28,3,50,16,27,31,32
35,18,16,18,37,16,22
31,15,22,59,70,52,43
65,5,45,18,16,42,42
44,5,69,54,42,66,23
52,11,26,40,39,51,30
68,7,31,70,28,45,55
51,14,61,37,41,18,36
67,16,52,29,55,62,30
69,9,57,18,55,42,32
41,17,49,44,18,62,68
62,4,21,57,62,36,23
16,17,53,48,39,69,18
22,15,32,60,28,70,43
18,3,34,19,70,17,53
53,15,32,17,30,62,64
19,6,68,41,67,37,30
37,9,33,58,67,21,70
45,4,31,20,45,66,61
32,11,32,60,46,58,42
61,16,25,56,60,35,65
40,6,30,53,39,44,23
60,7,17,40,69,17,29
63,2,37,55,56,70,35
20,19,49,20,38,68,69
68,17,65,50,32,33,22
63,2,67,59,41,25,51
65,18,24,46,41,23,17
50,2,59,53,54,67,67
22,12,30,17,42,27,54
61,3,65,54,46,54,39
68,16,24,49,60,32,54
40,8,43,30,70,45,42
64,9,52,22,52,43,59
64,11,26,42,67,38,36
45,14,39,20,26,30,43
43,4,21,45,69,62,69
35,13,45,66,36,62,25
55,7,18,65,68,55,31
28,3,55,69,63,43,49
40,16,60,27,42,48,60
22,16,36,31,52,24,70
70,13,17,62,56,36,33
31,17,33,19,27,26,32
46,3,68,41,66,66,21
55,8,36,20,17,62,39
39,18,42,57,27,22,35
19,11,23,45,23,23,18
52,13,17,53,53,37,61
31,7,70,60,34,59,42
28,1,63,27,53,28,41
57,13,19,52,26,39,41
17,16,64,65,23,63,50
30,13,43,64,62,28,57
19,7,36,44,67,53,59
30,17,48,63,57,57,46
48,6,62,47,33,69,28
51,12,67,60,61,36,41
16,20,39,59,66,20,51
51,10,62,57,60,27,18
29,16,41,23,38,63,31
42,8,20,49,29,69,44
39,5,41,51,19,50,18
58,5,63,16,46,41,29
18,5,44,51,63,34,21
20,1,43,43,16,24,30
28,8,62,25,33,40,36
36,15,25,34,34,30,29
64,7,42,40,45,20,66
58,4,61,61,52,50,41
21,7,24,58,33,68,16
34,7,55,56,28,69,43
63,17,35,51,51,55,56
42,9,29,51,23,59,50
28,19,63,33,33,35,34
46,10,51,58,17,61,52
28,5,66,63,23,33,67
42,7,58,53,17,31,65
28,6,69,37,24,39,20
42,11,52,59,24,43,48
29,4,35,65,64,17,29
18,13,65,64,25,28,68
61,9,32,65,43,69,47
29,1,20,20,47,63,47
69,1,47,53,28,17,29
37,15,16,28,38,61,53
66,16,66,48,61,40,27
70,9,18,32,63,22,26
44,5,55,69,65,18,38
59,2,28,37,53,36,60
53,7,20,50,53,53,41
63,9,65,39,20,67,39
60,9,34,29,21,57,28
20,12,28,46,67,30,39
17,11,60,69,48,47,40
33,3,61,42,42,52,38
17,18,35,21,30,30,68
35,12,57,22,25,43,43
70,7,47,42,32,53,32
23,14,28,41,60,48,18
69,13,54,61,40,40,18
23,9,58,63,69,21,45
66,8,31,39,68,31,54
36,8,25,65,25,50,68
33,6,65,41,32,69,21
46,7,44,17,23,61,49
37,6,16,32,32,66,33
68,11,29,21,52,48,66
27,15,56,60,37,55,42
21,7,23,36,62,52,61
19,19,33,20,45,22,28
67,12,67,66,39,35,52
55,15,48,45,42,18,66
30,1,68,59,30,19,60
26,6,39,44,62,70,34
31,10,25,19,46,65,24
70,11,47,61,47,64,59
31,13,35,29,21,30,52
54,15,46,35,35,43,25
45,1,32,28,36,54,27
64,4,52,18,27,66,65
16,7,26,37,60,30,61
36,6,21,33,34,40,42
21,12,51,38,33,47,26
59,6,68,51,48,40,17
23,4,46,62,40,51,24
46,4,61,21,20,47,16
39,11,26,20,20,45,44
18,8,30,56,27,64,52
44,18,53,41,59,37,47
18,10,29,48,19,64,24
22,14,69,40,34,21,53
63,14,20,70,17,65,33
25,17,57,17,46,63,42
55,2,27,50,54,58,46
50,19,56,30,22,34,54
39,15,29,58,45,52,58
37,9,64,47,70,24,21
52,5,51,33,23,44,30
54,6,21,30,64,55,45
62,17,23,46,44,35,56
46,16,19,20,53,37,21
39,4,52,66,39,25,52
68,1,37,69,42,32,62
70,16,50,31,62,51,36
34,2,69,27,39,48,42
16,6,24,53,63,44,43
31,1,46,16,58,59,61
23,14,60,40,69,19,54
41,10,69,36,32,33,30
44,3,54,30,21,50,53
19,15,54,67,33,25,18
16,2,54,43,42,50,64
58,9,69,40,67,55,21
36,19,45,55,53,31,57
20,17,65,43,41,32,22
64,3,35,35,40,37,25
52,10,28,30,28,67,64
42,1,49,44,24,56,16
48,14,45,50,47,61,50
25,16,18,61,61,23,32
20,10,48,53,40,51,70
23,6,68,19,46,42,59
57,2,19,54,51,34,63
43,17,16,47,34,68,45
41,19,56,35,42,43,51
23,9,47,70,60,70,64
28,5,26,53,34,54,68
38,14,56,47,55,31,24
25,20,36,47,67,52,54
29,8,29,35,28,30,37
31,12,29,64,58,69,69
42,17,38,51,61,24,48
34,3,42,51,35,54,57
33,1,61,19,47,21,36
68,15,43,51,56,28,43
42,11,53,62,69,59,65
17,6,29,45,21,31,35
55,11,49,54,41,45,28
36,11,62,18,33,42,23
36,6,51,58,54,59,39
25,4,49,25,35,54,29
47,10,63,39,17,27,70
56,12,20,68,22,37,27
47,10,36,29,40,48,27
59,1,50,32,31,61,20
67,2,40,19,54,61,19
21,16,58,50,65,31,27
27,1,22,67,18,31,46
34,14,43,66,20,48,45
19,9,25,31,64,46,22
53,7,46,20,31,33,47
50,16,42,35,64,69,52
66,12,57,69,49,47,45
24,13,29,48,42,19,67
34,5,49,36,23,18,44
44,20,25,32,38,54,66
29,12,57,70,21,64,23
42,11,45,47,17,50,32
45,18,27,33,43,52,53
45,3,55,18,37,53,31
38,18,18,67,70,28,59
43,10,58,37,53,25,40
67,15,18,59,49,62,56
54,4,65,61,24,59,70
25,1,54,39,62,19,33
61,9,57,32,61,59,25
50,11,28,17,58,22,65
26,17,61,38,45,24,53
56,15,17,33,18,55,50
70,13,69,28,49,64,57
69,3,25,16,43,68,17
43,2,70,29,45,39,65
57,3,56,60,43,59,48
65,14,18,38,18,24,27
70,20,55,44,69,19,70
32,18,29,25,51,68,64
60,1,65,61,34,61,42
62,18,31,48,21,41,24
54,9,22,23,23,47,64
21,4,49,18,65,35,33
60,12,33,45,47,45,38
46,3,35,61,32,35,37
59,2,63,20,40,17,21
21,16,34,63,61,56,52
26,9,18,23,54,59,58
69,1,68,51,26,53,35
60,16,19,20,36,57,36
30,10,47,38,57,23,31
63,2,65,27,58,43,21
63,15,65,64,69,26,57
66,11,65,20,20,32,62
42,6,51,33,38,32,65
51,8,28,30,47,44,16
57,5,66,24,20,44,17
49,18,67,51,49,69,43
37,15,55,41,65,52,69
22,3,54,57,46,67,20
24,4,44,52,60,64,31
60,19,37,64,60,48,16
23,7,57,24,47,18,58
32,4,24,61,56,68,19
46,4,17,65,42,16,43
51,11,25,56,49,28,70
21,10,24,48,50,31,70
42,2,17,39,53,63,64
18,5,39,42,69,25,40
21,2,32,21,44,40,51
43,3,37,33,58,51,28
59,4,21,70,25,62,30
43,20,41,45,46,25,38
43,16,51,45,67,50,24
32,16,40,47,69,56,23
66,7,28,61,43,65,51
65,3,49,59,20,57,67
50,1,48,35,17,42,62
32,12,23,57,54,40,43
66,16,32,35,20,27,51
67,14,64,35,50,46,16
17,14,36,28,33,60,27
44,7,47,62,68,21,35
59,7,27,32,28,36,37
35,19,54,20,40,43,70
43,7,70,31,24,30,55
24,2,47,51,36,56,25
41,15,41,58,58,52,50
69,14,59,34,36,24,49
16,4,17,46,40,57,45
28,20,23,43,23,42,42
29,19,66,32,43,25,65
61,9,46,27,59,51,63
41,2,25,39,62,28,52
32,17,50,41,29,62,38
37,6,16,21,39,21,59
60,9,37,62,46,33,39
43,5,53,21,18,48,58
21,11,30,67,21,18,57
44,20,53,25,28,42,56
26,8,56,70,49,40,28
59,12,59,50,52,28,63
57,17,51,25,24,31,64
37,3,21,49,35,21,47
26,11,46,57,19,19,20
70,5,65,35,27,67,52
61,8,33,29,66,42,17
40,9,26,43,23,68,64
22,16,22,26,64,22,43
69,18,35,28,25,39,45
22,14,55,16,60,63,29
17,10,26,17,43,25,28
45,9,66,33,47,21,29
28,14,58,29,62,39,56
33,10,49,46,42,66,68
61,15,50,41,29,66,30
41,7,66,43,21,28,63
66,17,66,63,25,19,56
16,4,50,70,29,29,65
39,6,61,64,33,55,57
22,15,41,68,51,33,34
53,5,21,34,68,61,34
67,19,56,35,48,25,65
48,20,23,45,38,51,20
19,15,27,59,57,35,63
49,14,61,25,63,28,49
25,15,22,49,69,44,17
30,8,30,18,27,16,17
67,15,24,58,46,22,17
36,17,41,44,21,51,36
42,18,29,59,47,21,49
29,2,31,54,16,65,25
44,20,70,47,63,54,31
45,11,37,50,44,33,47
52,17,26,57,48,58,19
22,8,63,26,61,56,21
23,3,30,56,48,53,57
27,4,33,43,40,17,16
34,4,36,26,23,60,42
61,1,53,62,55,66,22
25,6,66,47,40,54,58
38,16,29,16,22,64,49
50,8,39,45,61,43,46
35,3,60,36,61,69,58
43,16,56,43,48,57,40
55,4,53,37,39,27,57
34,20,22,61,57,55,66
17,17,44,43,55,46,64
18,1,39,28,50,21,62
17,17,53,28,61,57,67
17,6,54,45,28,62,36
53,19,28,56,41,60,38
16,14,53,56,36,38,50
21,2,70,43,49,54,21
69,14,69,36,49,44,18
45,4,68,70,65,25,28
37,18,51,26,50,45,58
26,12,18,21,67,68,62
62,20,63,68,63,66,58
61,11,32,66,39,18,70
30,1,43,58,35,64,29
47,18,24,17,48,54,55
25,20,61,45,65,60,65
47,2,36,48,30,23,22
41,11,24,56,25,27,66
22,12,59,34,68,39,58
41,18,28,55,27,37,45
37,4,17,20,63,61,23
22,10,66,30,59,49,49
53,7,37,45,44,24,69
41,13,53,29,63,66,22
44,10,59,29,19,57,65
16,15,48,70,58,18,30
29,15,16,64,59,39,19
37,9,62,55,64,59,22
29,12,27,70,25,53,43
48,2,59,65,45,65,41
32,18,67,25,50,16,17
62,12,22,19,19,36,54
63,20,31,40,48,69,47
44,3,35,69,58,17,27
26,2,45,64,25,27,60
69,10,22,54,64,40,63
36,2,62,67,37,30,44
49,17,58,51,54,29,28
26,20,31,68,46,36,38
66,2,50,59,37,31,23
48,15,65,36,29,24,44
30,17,62,20,19,34,64
19,19,59,32,52,56,51
32,7,35,43,23,38,67
62,13,30,51,55,51,41
31,6,53,53,57,65,29
51,4,50,32,48,33,39
42,19,29,37,24,41,64
41,7,30,26,50,44,60
52,4,23,38,34,32,70
26,1,44,35,60,16,26
34,9,30,39,56,64,47
25,6,32,37,59,68,66
56,20,69,52,56,33,40
27,7,60,16,23,29,52
49,19,57,21,67,60,50
60,6,36,17,18,22,47
17,1,42,29,24,55,69
56,16,60,67,33,17,60
21,2,40,50,64,67,54
53,2,24,56,60,62,16
45,9,50,70,41,65,61
35,19,50,20,55,26,49
49,19,66,36,16,57,56
24,2,30,48,46,16,67
67,17,58,69,20,27,65
57,20,70,17,51,42,43
67,14,66,41,57,23,27
47,2,19,46,67,32,44
55,9,33,23,57,49,24
43,7,33,59,23,67,62
29,9,53,42,41,54,37
39,1,31,34,69,58,54
34,9,68,23,57,18,58
24,13,25,44,55,27,31
25,19,62,38,19,26,51
49,14,31,31,44,18,44
29,15,65,17,34,27,58
59,20,66,37,52,55,33
67,4,34,48,31,66,25
27,13,21,20,43,26,45
35,14,34,41,23,20,39
38,2,57,66,54,57,17
33,3,23,57,49,30,68
63,14,45,43,20,55,58
40,11,27,62,26,66,25
44,18,38,46,59,67,48
60,17,21,47,62,49,37
27,9,29,60,70,30,69
31,5,55,17,50,46,25
17,8,44,27,27,60,16
52,5,34,33,16,16,58
52,12,31,38,51,33,58
55,2,34,52,42,28,31
44,1,39,16,37,51,42
43,8,45,32,34,58,16
66,2,56,66,18,46,51
65,15,19,45,19,48,54
55,14,20,34,66,33,63
16,11,54,61,33,54,24
42,14,19,20,19,65,67
26,1,28,36,63,58,42
29,19,59,24,67,66,26
40,7,68,37,67,41,39
64,16,20,68,38,22,49
50,7,63,49,42,59,53
37,20,20,33,47,32,70
32,19,19,26,62,59,26
45,19,51,27,41,40,24
45,15,50,48,16,25,63
49,5,39,67,16,70,57
54,5,26,38,16,48,25
70,4,17,24,39,27,33
27,19,54,34,23,65,66
38,2,55,49,57,61,41
33,13,70,47,18,31,68
40,20,29,36,45,46,35
33,13,32,67,34,33,61
66,6,31,50,49,31,70
59,10,20,45,64,20,62
39,8,17,53,40,26,61
44,10,38,24,16,44,35
69,18,31,47,40,69,19
58,20,51,35,64,30,22
16,8,38,50,31,68,57
34,10,40,68,60,68,47
62,14,34,50,69,62,57
67,2,21,54,43,40,43
30,10,27,46,24,25,22
21,5,48,55,27,21,27
26,6,58,34,28,29,44
28,14,56,28,38,29,24
24,15,56,24,37,41,33
34,13,58,51,39,29,53
28,4,24,25,47,55,41
30,12,23,45,45,57,62
68,10,31,34,59,48,67
57,16,58,64,43,57,31
16,7,19,36,38,28,55
20,18,43,60,60,38,65
17,8,48,17,51,19,58
41,12,29,22,20,43,46
54,1,21,23,27,60,68
45,1,39,68,25,68,38
23,1,18,36,67,58,47
21,8,51,51,70,58,24
46,16,22,66,32,24,44
58,16,69,69,48,54,54
48,3,58,37,54,41,60
37,7,31,28,36,22,56
39,3,39,21,19,28,55
45,3,36,44,25,59,22
63,14,18,25,68,28,66
69,14,67,44,31,40,44
35,12,69,47,70,51,68
54,14,60,68,47,40,64
48,12,16,32,49,61,34
44,16,28,17,67,62,24
30,20,19,66,20,39,29
48,1,38,26,33,43,21
48,10,67,66,21,46,50
39,3,37,20,20,66,53
16,16,44,44,20,23,54
58,10,29,33,24,29,28
31,3,35,18,29,61,62
43,20,32,66,50,21,54
28,2,20,48,50,64,39
23,4,35,47,54,16,45
28,9,70,19,32,17,32
22,12,50,69,36,44,62
46,5,29,50,56,41,56
42,7,38,60,52,34,43
28,13,18,35,60,39,58
32,1,42,20,53,49,32
48,5,49,27,62,31,34
56,20,58,44,36,29,64
24,16,54,26,68,69,56
53,11,54,22,58,68,65
38,13,55,24,23,50,60
24,1,41,60,27,41,54
50,14,67,41,19,66,68
33,7,30,28,52,52,49
70,14,69,28,70,23,31
35,11,68,43,16,22,27
49,17,70,27,45,45,32
53,20,58,63,34,48,38
44,4,64,66,17,33,20
65,15,22,42,26,64,29
39,1,48,42,27,64,44
20,15,25,45,26,58,39
49,14,60,67,40,27,52
40,15,52,39,56,28,44
60,5,26,37,31,26,55
54,11,51,45,53,63,19
31,5,49,25,54,24,66
61,14,18,67,55,30,16
57,4,69,35,64,47,64
32,8,30,24,33,52,59
42,8,18,30,65,31,63
63,13,49,61,62,32,60
25,5,56,51,16,70,34
44,5,60,19,35,70,44
36,1,70,61,55,49,66
40,18,41,52,67,51,69
27,7,37,27,38,70,25
41,8,32,52,27,34,18
64,5,49,46,30,56,59
41,1,43,28,66,69,19
19,13,23,38,35,53,53
19,16,47,58,55,35,20
22,15,58,60,51,53,20
54,16,28,22,48,62,49
47,18,36,63,53,19,48
65,19,25,61,27,25,39
48,7,38,59,64,43,31
49,18,56,42,33,56,49
70,19,21,42,67,36,29
56,10,59,62,29,70,47
44,8,58,52,31,65,43
54,8,68,57,59,23,61
53,11,54,26,48,61,17
40,15,58,51,67,36,52
59,10,51,24,26,38,19
64,16,56,34,45,16,50
21,7,44,20,17,70,24
70,1,17,17,69,45,25
41,5,16,49,49,65,37
59,15,67,17,61,51,62
22,18,32,68,46,27,64
26,12,38,70,54,32,19
24,15,56,66,16,34,42
36,2,19,18,34,45,23
44,13,46,52,31,34,70
33,5,33,46,29,25,62
47,12,37,32,31,40,25
57,8,49,35,27,68,23
48,4,29,23,55,22,21
62,19,16,58,53,44,44
58,12,28,60,49,63,27
64,8,63,50,63,68,33
38,10,40,65,44,36,45
47,12,36,36,55,26,17
16,20,17,37,61,16,58
68,19,54,17,59,26,60
38,3,23,27,25,26,49
24,19,18,41,43,19,67
56,11,32,59,56,55,46
58,9,63,26,39,44,48
17,17,50,56,41,37,58
48,2,46,50,34,21,67
58,16,19,45,44,64,33
31,7,38,45,70,41,35
38,13,68,39,21,50,26
31,14,70,32,38,26,54
26,12,26,70,70,42,63
46,1,49,25,32,25,50
54,11,25,40,60,31,54
56,4,54,47,59,21,36
39,18,16,33,56,69,69
42,12,17,45,48,66,70
25,9,63,25,29,57,18
62,10,59,18,16,40,18
37,8,63,68,42,70,20
69,10,39,53,21,45,37
55,5,70,42,35,36,19
69,19,23,64,48,36,23
53,14,51,68,20,23,66
50,13,23,40,61,61,60
43,18,43,47,34,65,64
33,14,39,23,34,29,61
59,8,62,47,70,66,47
70,4,47,61,59,17,36
32,11,34,46,20,67,58
24,12,36,47,69,65,41
42,17,52,25,56,39,39
39,14,24,24,34,43,49
54,15,29,39,18,37,37
68,19,18,60,19,47,23
52,18,39,36,24,39,47
31,1,46,64,33,67,16
61,20,49,30,45,64,29
62,3,17,17,17,61,42
53,3,61,51,27,50,48
17,8,32,59,18,26,62
70,17,62,36,54,22,49
26,18,27,23,38,66,52
40,4,28,66,62,34,62
44,18,29,26,35,69,69
29,13,29,29,59,35,33
51,4,59,42,69,43,18
22,11,52,66,17,32,62
48,20,63,27,29,52,46
51,12,48,38,38,30,39
59,6,24,68,18,38,43
27,1,22,40,35,64,26
56,13,30,56,59,40,50
66,16,66,27,44,60,52
20,1,48,69,67,24,23
17,3,39,35,54,38,66
34,13,70,42,65,64,55
44,7,50,25,45,43,58
27,7,54,23,30,35,32
41,14,16,17,50,60,53
43,6,51,18,65,68,25
41,18,41,42,18,70,22
36,8,28,68,43,65,56
16,3,42,38,64,44,16
16,3,67,58,70,59,45
34,19,63,39,54,24,43
27,2,45,17,61,41,54
32,8,16,26,70,21,29
64,8,70,62,50,49,63
32,5,49,67,62,31,44
34,1,16,24,64,64,51
31,12,29,21,22,36,45
68,5,47,20,36,24,64
32,8,64,54,31,28,35
48,1,61,61,18,70,37
62,6,31,18,62,51,69
39,5,27,32,49,20,66
27,5,51,16,54,17,25
20,2,33,46,29,22,28
38,11,45,41,60,32,60
61,9,61,69,48,29,70
61,19,26,22,23,17,63
63,20,40,51,61,29,61
16,18,47,47,68,40,61
47,18,64,61,52,56,65
59,14,38,46,56,35,59
45,8,23,17,66,35,67
21,9,17,65,70,21,51
66,19,45,27,25,45,28
37,16,25,25,55,39,50
34,13,26,43,48,31,18
19,4,66,16,25,68,18
19,2,63,30,43,16,70
63,7,35,36,49,34,56
22,3,52,37,33,46,23
16,4,29,58,64,25,54
47,15,37,56,54,32,59
29,2,35,25,24,17,49
28,18,53,39,53,63,48
37,19,28,29,43,41,31
24,18,69,23,35,19,23
29,16,46,21,37,38,52
63,13,64,67,23,51,64
22,3,38,43,61,38,42
23,17,47,58,24,46,66
30,4,23,43,47,56,20
61,1,38,52,34,59,20
40,12,28,39,57,65,62
31,12,33,54,46,55,26
65,14,68,62,51,70,50
19,19,68,22,33,53,34
67,10,61,54,57,69,31
33,10,58,47,50,56,36
25,5,64,52,18,68,61
16,6,16,39,27,22,62
28,5,33,26,43,69,23
69,11,66,63,41,69,44
25,12,24,66,19,28,28
30,18,53,57,59,33,48
20,10,25,28,22,27,38
45,9,35,17,33,25,69
52,10,44,22,63,70,42
33,6,56,42,51,70,47
41,2,16,65,70,58,33
29,12,50,30,49,43,64
45,7,16,66,48,69,59
59,11,50,31,39,62,70
49,6,70,62,42,18,64
33,7,43,17,42,26,67
43,18,45,21,30,17,16
18,4,64,27,68,18,41
67,1,24,32,55,57,48
47,20,68,19,47,31,22
27,8,58,70,56,28,23
29,6,21,49,31,25,67
64,19,64,47,46,24,52
28,9,64,40,62,48,25
51,19,25,44,62,58,29
24,18,26,53,29,46,16
44,20,60,64,30,49,18
64,6,66,20,70,65,29
66,5,20,29,70,20,48
39,18,48,29,45,32,18
26,20,53,36,18,35,50
46,9,64,38,69,54,44
29,12,38,25,30,24,41
51,11,61,18,51,63,43
57,2,56,63,32,38,39
67,6,52,67,18,50,39
67,20,39,25,26,45,16
33,20,66,27,43,24,53
58,6,38,59,41,62,42
40,19,29,26,63,66,64
24,17,39,50,25,49,23
54,6,24,21,37,56,53
33,2,24,39,35,47,65
37,9,63,68,64,32,41
36,8,17,41,50,39,58
41,5,35,17,54,44,29
39,5,40,29,23,64,58
19,4,25,31,21,29,59
53,7,49,33,42,47,37
16,20,19,67,54,68,16
44,9,26,20,23,34,45
23,9,33,20,38,50,41
49,5,62,65,53,19,20
57,12,63,36,26,51,52
30,9,67,50,56,16,51
44,8,36,37,59,40,18
30,6,42,44,59,29,31
47,18,70,18,58,47,56
32,3,31,29,34,38,31
39,1,40,28,64,27,26
56,17,68,19,27,65,33
23,11,60,30,55,36,18
67,7,46,38,57,17,50
26,7,23,40,36,49,45
43,10,67,39,21,31,33
54,12,54,57,63,66,58
39,11,63,70,23,39,26
35,7,24,34,35,47,30
40,18,16,44,24,29,65
50,3,28,45,68,39,22
56,5,67,49,60,29,38
33,7,52,62,70,48,20
35,10,40,30,37,40,54
63,19,32,42,51,68,60
64,6,17,38,69,23,69
36,16,57,20,18,38,22
68,2,27,51,55,22,22
50,14,20,55,18,26,16
48,12,70,33,62,24,69
37,16,60,42,61,39,45
38,11,18,24,56,65,30
33,11,52,26,54,67,50
63,19,55,44,25,66,39
27,12,44,62,38,58,43
29,19,62,54,33,62,42
38,7,34,69,66,33,27
35,10,27,31,67,42,55
27,2,41,59,49,57,45
60,5,45,17,18,60,19
46,1,68,34,63,30,35
53,2,42,67,50,57,26
36,1,47,69,31,39,19
18,11,69,19,53,46,25
69,9,33,56,65,62,51
42,17,39,16,17,16,66
28,6,44,19,49,69,41
23,19,59,18,57,21,34
28,17,19,41,41,16,25
26,19,61,52,51,37,32
56,10,52,37,32,62,42
30,17,47,54,45,48,25
44,4,68,62,16,61,55
51,4,70,61,70,70,43
52,17,45,65,23,40,27
59,18,57,69,37,48,21
65,10,64,46,65,18,47
43,9,20,42,31,23,52
52,9,45,49,65,41,53
37,17,58,52,47,62,36
48,20,29,36,70,62,63
22,18,61,17,56,51,44
28,14,64,30,31,66,52
41,19,68,50,65,20,51
24,20,58,55,54,32,56
52,17,38,55,19,49,26
31,4,55,67,68,60,23
59,19,19,44,53,28,62
67,10,51,60,42,41,26
24,10,19,57,20,58,67
61,4,58,30,47,16,64
23,18,36,32,24,61,59
47,3,50,55,65,34,52
16,19,54,17,40,56,57
40,12,32,58,35,63,41
61,12,44,34,41,52,69
18,5,35,17,43,55,39
26,6,57,58,46,65,59
26,14,22,28,55,26,70
53,20,65,33,39,51,57
28,17,67,50,42,41,37
41,8,69,38,44,66,54
38,11,38,36,59,30,42
70,11,23,41,34,46,68
52,20,64,29,27,68,31
60,6,64,41,17,34,61
26,14,43,23,30,27,38
66,3,51,31,69,37,68
60,16,36,22,49,24,40
70,9,37,54,44,17,25
54,17,22,57,63,16,33
38,6,61,52,18,38,32
33,20,60,65,17,37,23
43,8,41,41,44,61,37
38,9,20,69,52,68,31
63,5,37,52,60,18,47
43,15,17,46,20,68,30
63,6,29,60,32,45,36
50,15,60,58,43,54,64
27,3,38,63,58,56,22
62,20,42,25,22,50,44
67,2,26,26,42,61,41
65,5,60,41,62,24,42
45,19,66,30,69,31,42
47,2,56,59,30,31,27
64,5,45,67,34,24,42
21,1,23,65,26,61,65
30,17,34,45,28,67,25
31,5,16,48,66,18,48
35,20,25,18,67,42,40
22,20,22,16,42,18,68
48,9,31,25,27,53,69
38,1,26,35,27,32,63
46,9,70,26,35,20,23
21,15,55,16,27,39,68
36,4,56,63,62,67,23
67,17,51,34,22,50,66
36,20,45,50,67,34,16
65,3,68,27,48,48,16
34,10,49,21,61,40,65
59,7,44,60,24,37,62
49,11,42,27,70,47,63
52,5,23,27,24,62,70
46,17,51,53,21,59,58
32,16,22,17,31,70,40
22,16,51,16,62,35,21
64,14,27,41,22,25,62
34,19,23,33,58,44,55
21,12,40,38,55,43,56
29,19,60,58,60,29,37
40,2,48,44,26,23,70
45,16,69,49,57,38,20
29,5,56,17,66,53,16
18,17,18,28,66,17,67
19,11,53,32,30,41,58
44,13,38,66,30,55,46
31,11,49,49,70,66,17
63,9,53,29,52,24,35
33,13,23,16,50,20,34
19,11,35,41,32,61,24
43,6,62,37,62,66,50
44,5,47,24,54,41,62
57,8,37,34,58,69,56
38,17,40,26,21,45,31
55,13,65,56,54,18,54
58,5,38,63,42,27,25
47,5,16,24,24,41,50
50,2,51,62,35,47,45
38,15,22,32,54,68,62
54,1,57,61,48,21,46
63,13,22,23,36,29,66
47,14,32,37,68,41,59
34,10,42,29,30,52,20
66,19,49,61,48,59,58
50,11,59,17,52,53,45
64,9,43,48,65,20,46
45,7,17,37,58,64,61
48,7,28,22,39,24,70
17,7,17,40,29,38,33
64,5,52,16,65,22,58
48,20,48,55,54,56,57
48,10,45,48,21,22,57
39,14,60,57,56,33,62
19,13,50,22,27,63,40
59,20,39,64,48,70,34
57,4,56,70,50,48,58
47,20,60,28,30,63,32
28,19,34,47,55,55,40
35,18,56,29,68,60,21
61,16,44,38,18,31,48
66,6,46,26,52,21,44
66,17,53,48,34,21,18
34,7,49,45,26,56,51
21,4,65,48,18,33,40
34,14,36,18,61,59,60
47,11,18,19,16,49,42
66,16,27,58,57,28,56
24,7,65,21,67,31,38
32,8,55,55,25,31,16
57,3,25,18,67,54,52
23,14,58,58,38,66,64
70,2,46,54,17,36,59
29,20,70,25,63,62,20
68,12,21,26,19,42,38
45,18,18,52,57,70,57
17,7,23,56,65,17,57
43,13,44,21,52,60,47
45,17,48,53,29,45,68
29,11,57,25,22,58,43
23,10,48,21,63,30,32
62,17,24,19,43,18,30
38,11,51,62,39,49,58
42,19,31,25,45,50,16
45,13,21,32,36,21,49
20,13,70,34,38,53,64
32,3,25,44,47,56,64
62,15,19,24,35,22,19
49,11,44,30,38,68,16
70,10,45,45,50,29,52
32,4,26,59,27,51,61
59,7,33,50,42,30,24
28,13,42,61,18,35,47
26,5,51,52,59,51,57
18,8,23,30,53,47,66
